Id,SalePrice
1597,183628.610123
1598,198798.539199
1599,180709.715804
1600,192751.579615
1601,58432.7709707
1602,111583.250581
1603,87758.8644085
1604,245098.010087
1605,260604.316319
1606,184216.726878
1607,221485.45447
1608,224770.248753
1609,192700.096155
1610,145116.359163
1611,143112.344455
1612,173377.134262
1613,174289.216365
1614,120471.776997
1615,103650.154072
1616,87695.0719795
1617,100498.732157
1618,125267.277635
1619,144496.415279
1620,179866.304501
1621,136939.032499
1622,140034.94445
1623,264270.735473
1624,204862.0431
1625,120216.451252
1626,176147.669951
1627,185282.619677
1628,291719.131272
1629,176432.348854
1630,320789.918314
1631,226790.033526
1632,243890.503649
1633,169341.455105
1634,179373.377327
1635,163910.009775
1636,161547.889997
1637,186291.542783
1638,223886.300457
1639,203448.791238
1640,273325.936432
1641,183207.783159
1642,209177.865442
1643,235909.113624
1644,235178.599208
1645,196336.106717
1646,154701.132407
1647,173166.498299
1648,135541.205611
1649,131921.223915
1650,110147.944925
1651,124166.537837
1652,107583.112858
1653,111054.687653
1654,151788.867623
1655,149674.946486
1656,147810.338697
1657,152951.593682
1658,151590.068869
1659,133393.186152
1660,145816.957737
1661,398388.950368
1662,366200.047854
1663,351841.872574
1664,463827.256077
1665,324738.302964
1666,298495.249103
1667,355995.260276
1668,318558.329783
1669,289196.786919
1670,326459.246438
1671,248361.224244
1672,402143.316181
1673,306600.874949
1674,273528.793551
1675,186637.718668
1676,180340.78861
1677,209165.192458
1678,446786.542764
1679,342413.500712
1680,300400.14711
1681,254776.785229
1682,301265.424101
1683,201471.468703
1684,188961.022489
1685,170538.677682
1686,184048.523625
1687,169266.105636
1688,199834.55781
1689,204434.147324
1690,187829.461288
1691,178213.67279
1692,262044.087123
1693,166571.836923
1694,170125.411862
1695,163626.164063
1696,279889.565377
1697,167790.549444
1698,344030.064256
1699,313730.064207
1700,237528.645357
1701,267202.97982
1702,284144.523771
1703,277370.999444
1704,278115.96139
1705,237692.304443
1706,406358.675052
1707,210971.561186
1708,215250.778798
1709,300951.150442
1710,227473.628927
1711,255908.934726
1712,271817.511273
1713,260753.272478
1714,222810.394408
1715,194616.823187
1716,202056.675299
1717,185839.167821
1718,150439.878255
1719,213541.997544
1720,262094.827876
1721,194865.167629
1722,141021.274949
1723,155127.328896
1724,226106.036317
1725,224090.645479
1726,186085.735436
1727,172330.647709
1728,186560.011909
1729,165450.220407
1730,154567.690167
1731,120060.937091
1732,120637.54793
1733,108425.95294
1734,120083.190438
1735,128525.608992
1736,111158.439289
1737,342834.742705
1738,240946.627787
1739,319869.391835
1740,214637.202188
1741,171747.25958
1742,161742.558353
1743,171283.240399
1744,295875.287016
1745,239478.144815
1746,229583.095758
1747,216621.10802
1748,238142.107351
1749,152774.315593
1750,143391.812008
1751,252734.828915
1752,111945.132851
1753,166565.820337
1754,220562.434931
1755,168369.153045
1756,107173.587568
1757,113916.615088
1758,131806.77506
1759,160125.831186
1760,160817.847561
1761,145150.419475
1762,177588.856212
1763,175702.97445
1764,110291.922582
1765,197957.867394
1766,183019.206888
1767,224723.431963
1768,135504.715887
1769,193360.854089
1770,150112.91005
1771,125829.920976
1772,135516.149352
1773,116813.383671
1774,168915.58355
1775,135439.132967
1776,118187.495753
1777,99689.531819
1778,136012.046977
1779,94917.9878529
1780,184825.227498
1781,127680.474455
1782,82288.3185033
1783,145084.440645
1784,93505.5591384
1785,117056.734359
1786,137142.334704
1787,178579.562381
1788,58852.4997563
1789,100777.949706
1790,65794.0379983
1791,242804.665192
1792,169418.293092
1793,143642.243559
1794,154891.823205
1795,137636.396989
1796,112245.140865
1797,129548.891372
1798,117489.066055
1799,102736.527161
1800,105061.306875
1801,131617.133488
1802,153965.467618
1803,161912.199791
1804,135300.128769
1805,133166.673893
1806,148081.382737
1807,168109.686345
1808,118798.406138
1809,120099.604867
1810,128534.184525
1811,97934.1526062
1812,99286.6237496
1813,123838.50776
1814,90272.3405265
1815,45836.4594156
1816,97408.5238225
1817,98254.0665611
1818,154129.329641
1819,124132.490356
1820,54694.5828196
1821,123511.927663
1822,172949.933353
1823,45115.0149706
1824,135001.934923
1825,119603.7027
1826,88825.2376116
1827,110898.992527
1828,128951.372765
1829,140952.601288
1830,162404.760714
1831,178540.422809
1832,93039.7595372
1833,142566.512056
1834,127235.327611
1835,149044.020452
1836,149295.748595
1837,83793.5578937
1838,136718.609795
1839,99117.1460498
1840,135180.93788
1841,132754.515338
1842,86334.2015139
1843,131380.901402
1844,123631.879217
1845,132391.440372
1846,153762.677967
1847,149160.307556
1848,46419.8170208
1849,103207.882211
1850,116015.265257
1851,148075.314182
1852,124063.667474
1853,125665.455568
1854,179513.953038
1855,157688.655498
1856,231087.559067
1857,140062.792697
1858,147598.954287
1859,114224.534933
1860,140723.348755
1861,113231.106032
1862,335685.026353
1863,331546.007101
1864,331585.379617
1865,306926.394055
1866,321146.032407
1867,261705.690002
1868,277721.784569
1869,197339.611987
1870,237188.235648
1871,265546.289875
1872,170060.049161
1873,233303.721458
1874,145967.659899
1875,213549.969231
1876,190263.081171
1877,212416.943594
1878,219239.149914
1879,127068.726409
1880,129131.859188
1881,251952.963299
1882,266647.868866
1883,199557.084853
1884,218823.83076
1885,239989.911701
1886,274028.718243
1887,206463.120653
1888,274062.631185
1889,167770.532621
1890,118926.636437
1891,137195.57377
1892,93278.8070396
1893,129307.628733
1894,138890.15638
1895,135043.451502
1896,112903.323967
1897,100710.814515
1898,118566.225645
1899,150301.807642
1900,143374.189952
1901,145103.890273
1902,131380.903765
1903,224681.511497
1904,121817.219003
1905,192015.996865
1906,158249.003344
1907,189595.868511
1908,127245.522733
1909,137894.914387
1910,135348.700481
1911,197117.020261
1912,309268.650418
1913,159851.968171
1914,75753.6796263
1915,243841.505896
1916,56953.454508
1917,278846.599138
1918,139942.16217
1919,174217.808535
1920,177708.183295
1921,367163.120346
1922,305828.644038
1923,222963.636498
1924,224920.656435
1925,225435.030745
1926,349738.45166
1927,135174.36114
1928,155762.896469
1929,124262.018715
1930,132038.714576
1931,132037.981244
1932,140890.29831
1933,172438.59428
1934,176630.800277
1935,165535.231641
1936,181873.06627
1937,189993.879581
1938,170363.620434
1939,239716.262011
1940,205170.56832
1941,181720.425356
1942,181640.783252
1943,213830.193072
1944,318223.778076
1945,338671.229651
1946,169854.548447
1947,280383.013312
1948,206055.740508
1949,234747.102487
1950,199691.861451
1951,254193.059282
1952,235338.581747
1953,161306.00196
1954,211467.590895
1955,131781.662671
1956,352590.712091
1957,175505.755036
1958,326148.150765
1959,155485.086564
1960,112896.838561
1961,113194.362156
1962,108489.550394
1963,117721.262801
1964,111837.179485
1965,150252.803699
1966,156440.844155
1967,279122.042612
1968,376768.412307
1969,348911.296108
1970,402089.524657
1971,480983.004548
1972,347633.106958
1973,274584.155046
1974,308304.662462
1975,443647.02175
1976,272427.133812
1977,338389.729817
1978,359655.444481
1979,321458.56348
1980,206434.888097
1981,316004.245313
1982,215634.066485
1983,215634.066485
1984,183478.696335
1985,225525.123345
1986,227316.922927
1987,184739.369198
1988,173051.662169
1989,202751.941494
1990,218609.930357
1991,212156.008726
1992,214402.678773
1993,180232.451118
1994,244000.204411
1995,195249.861676
1996,261835.367104
1997,336817.739403
1998,304225.507952
1999,237423.74396
2000,333252.472485
2001,268245.460394
2002,244457.575064
2003,277182.900819
2004,264863.528695
2005,231138.535951
2006,229863.267682
2007,282150.648278
2008,197102.706755
2009,187175.689324
2010,208556.66466
2011,156851.08321
2012,186474.582602
2013,170488.202771
2014,181553.023744
2015,203218.955812
2016,179305.217233
2017,200332.036376
2018,117000.905011
2019,130719.759417
2020,110619.118376
2021,103954.900554
2022,193739.094072
2023,150139.603659
2024,238780.608037
2025,356800.837274
2026,185178.518829
2027,147425.813995
2028,173824.137343
2029,160556.407756
2030,265290.548637
2031,234882.726135
2032,242305.537995
2033,255383.438525
2034,165833.790884
2035,204285.717906
2036,209640.091947
2037,211033.30658
2038,308665.510145
2039,209527.391811
2040,342588.67882
2041,280098.390274
2042,212564.236867
2043,183895.977052
2044,200294.868325
2045,238274.764164
2046,172127.767579
2047,138167.982361
2048,136760.791117
2049,174258.202264
2050,190137.5635
2051,87034.1784451
2052,131852.485728
2053,146097.956276
2054,78268.0149446
2055,154210.215056
2056,136297.486456
2057,112301.11346
2058,216211.805612
2059,117551.914062
2060,160406.89383
2061,189065.787048
2062,119027.925358
2063,107404.750437
2064,130706.273767
2065,118383.64609
2066,171127.899157
2067,107312.793337
2068,176889.61947
2069,80092.3858121
2070,116346.415471
2071,95272.2022587
2072,146515.55135
2073,134269.380692
2074,210078.565792
2075,148687.467631
2076,111524.170729
2077,136066.387327
2078,114014.264759
2079,138371.017083
2080,127744.067776
2081,125406.642682
2082,144474.106689
2083,137511.223914
2084,108819.899392
2085,119448.949584
2086,135356.318702
2087,138416.651875
2088,106122.293544
2089,77546.6942227
2090,141513.243276
2091,105047.741379
2092,129366.437135
2093,124072.96155
2094,126028.86531
2095,152148.611984
2096,82038.2776853
2097,106916.553942
2098,143042.994188
2099,59241.8489196
2100,76414.5983649
2101,131867.059255
2102,145959.667173
2103,96611.3889716
2104,169998.013455
2105,125392.977359
2106,57544.55629
2107,243509.550242
2108,118283.289427
2109,115664.398109
2110,124653.461369
2111,161959.660034
2112,126510.186018
2113,118155.518432
2114,126833.43387
2115,157786.23841
2116,117644.099389
2117,151005.013125
2118,116642.793673
2119,120226.582451
2120,112210.407935
2121,74884.8015653
2122,100284.400614
2123,80348.2770315
2124,182979.58578
2125,145555.280447
2126,148432.262827
2127,183858.710153
2128,137544.633298
2129,106748.623452
2130,146498.621648
2131,161431.65106
2132,126409.213079
2133,139130.96709
2134,115450.655115
2135,94759.4662398
2136,62013.9840595
2137,127752.013418
2138,133306.508779
2139,155356.969312
2140,138821.564512
2141,140845.190725
2142,123040.26375
2143,140438.080289
2144,122990.95235
2145,138539.576258
2146,174956.07929
2147,139001.107809
2148,127103.876488
2149,139091.716545
2150,225600.341941
2151,119395.654975
2152,158827.712987
2153,154543.76946
2154,111467.367966
2155,151625.62736
2156,247207.355219
2157,229359.721941
2158,231655.315173
2159,211443.482147
2160,181223.711469
2161,273377.27337
2162,382023.493776
2163,324419.250882
2164,252684.166063
2165,186174.525777
2166,151677.147828
2167,208211.158795
2168,188641.158534
2169,193640.737967
2170,215120.09435
2171,154577.850383
2172,137559.347045
2173,175236.94642
2174,239976.137611
2175,309168.692067
2176,293617.205514
2177,246041.074092
2178,227120.191853
2179,141969.14936
2180,246177.850588
2181,208981.34873
2182,246357.007153
2183,203694.316291
2184,127586.74994
2185,120848.57916
2186,158801.712672
2187,160215.132665
2188,158785.07703
2189,240959.345098
2190,77191.4629642
2191,78030.2515409
2192,87796.9686367
2193,116789.633742
2194,98319.5420004
2195,97678.4235503
2196,94659.0299542
2197,118225.827347
2198,167928.383562
2199,184589.344476
2200,120805.141945
2201,146020.642548
2202,189210.380706
2203,130750.125419
2204,150962.609907
2205,109474.471902
2206,129985.846137
2207,203272.469073
2208,235896.648841
2209,194665.251524
2210,125960.662408
2211,130957.745658
2212,133124.858562
2213,107753.714526
2214,130072.298166
2215,102194.689348
2216,147543.401694
2217,57372.0539066
2218,75345.2414699
2219,83334.714661
2220,82833.5273461
2221,243841.505896
2222,224562.089002
2223,297171.465972
2224,235490.58985
2225,128021.975909
2226,176633.748983
2227,201034.889983
2228,261836.698847
2229,236512.340578
2230,144773.691175
2231,214397.360587
2232,204805.675527
2233,183213.568962
2234,237611.08217
2235,208173.864524
2236,271224.740489
2237,313676.870351
2238,225053.265174
2239,139491.628383
2240,163439.690698
2241,143894.472327
2242,129684.646295
2243,131360.907855
2244,108319.691847
2245,96172.9986286
2246,142129.79195
2247,135742.945952
2248,127405.214721
2249,121071.818747
2250,131951.999063
2251,113617.479629
2252,192439.294192
2253,147016.475745
2254,169532.603589
2255,189401.396617
2256,180938.654983
2257,214819.928882
2258,179813.717721
2259,182502.993781
2260,180095.447228
2261,193191.541317
2262,209599.144824
2263,318384.916372
2264,425082.502496
2265,207657.700584
2266,269011.462817
2267,311871.223053
2268,383184.771251
2269,176869.219079
2270,196665.385874
2271,219507.672858
2272,205876.178897
2273,174511.33891
2274,179316.770535
2275,182527.814171
2276,195108.82317
2277,189345.888335
2278,153691.494789
2279,120154.355363
2280,122311.050546
2281,178646.537869
2282,183425.20089
2283,119428.499273
2284,121541.540439
2285,157763.568344
2286,119236.11355
2287,325100.904281
2288,281211.29996
2289,332757.6167
2290,393904.95324
2291,322341.279186
2292,390903.414708
2293,406920.220912
2294,394002.235085
2295,416283.941308
2296,288176.859301
2297,277683.637896
2298,327793.758776
2299,376499.020302
2300,318320.606029
2301,264309.44452
2302,247275.901526
2303,259369.257527
2304,267422.917995
2305,176971.458484
2306,176973.887767
2307,186219.658775
2308,238891.808545
2309,267149.612
2310,213876.808505
2311,200830.717174
2312,182968.797144
2313,177339.179026
2314,189041.654971
2315,172788.510201
2316,193470.974784
2317,188499.80923
2318,173550.357216
2319,185701.705117
2320,197024.289152
2321,249653.446472
2322,189902.620667
2323,184218.518959
2324,171551.673477
2325,219879.769439
2326,173356.415254
2327,211601.832011
2328,222073.985432
2329,183087.18116
2330,192092.54346
2331,335161.097284
2332,389905.737461
2333,331200.850162
2334,268448.547191
2335,261186.256599
2336,317526.890724
2337,215647.660154
2338,270615.300507
2339,245028.435865
2340,365594.072039
2341,222937.386024
2342,242173.943872
2343,218849.850457
2344,247538.59028
2345,264551.882973
2346,222350.183851
2347,205108.420092
2348,235720.234475
2349,160150.225255
2350,270111.675664
2351,249354.327214
2352,278510.775435
2353,262096.76858
2354,148704.33269
2355,163117.763234
2356,152709.034875
2357,210331.407626
2358,191017.826329
2359,139118.127343
2360,116027.244222
2361,138430.652266
2362,257793.713283
2363,135166.864586
2364,175603.984261
2365,220686.905926
2366,193777.518734
2367,232720.957509
2368,199913.712257
2369,234703.576348
2370,157312.599279
2371,163549.409899
2372,202914.790547
2373,251866.849429
2374,276563.701749
2375,231763.148567
2376,276312.332071
2377,313010.441986
2378,151512.754643
2379,213313.864916
2380,147675.900018
2381,170460.601774
2382,219334.295562
2383,228920.014299
2384,241408.819101
2385,160942.218535
2386,133629.250735
2387,131167.299371
2388,89486.2705642
2389,115281.540756
2390,131944.629615
2391,129430.569292
2392,117158.270926
2393,170234.145718
2394,142409.604274
2395,204439.435691
2396,149452.853902
2397,218317.654157
2398,133977.923857
2399,61298.9879482
2400,63501.5979324
2401,120410.779844
2402,126143.613818
2403,174198.929943
2404,136881.412088
2405,154949.464537
2406,138326.764505
2407,113732.306566
2408,140999.464844
2409,121016.824891
2410,182513.952345
2411,108654.151351
2412,146732.650832
2413,124042.236348
2414,146865.051277
2415,154666.872255
2416,132493.43682
2417,133045.581133
2418,133403.303069
2419,111462.558226
2420,106861.814265
2421,133093.828479
2422,115902.085689
2423,111875.018562
2424,149967.71222
2425,234284.472722
2426,126873.621164
2427,129734.219249
2428,173953.706826
2429,118259.880307
2430,130677.682892
2431,101518.648622
2432,131799.265624
2433,129278.639583
2434,125530.146642
2435,133482.532835
2436,82954.3047662
2437,104630.705024
2438,112315.863411
2439,115843.76753
2440,135155.524048
2441,97942.4263519
2442,102178.262726
2443,117975.67245
2444,121025.248653
2445,77771.0089874
2446,140736.372199
2447,206571.569576
2448,133204.742071
2449,110994.770397
2450,168110.319343
2451,119332.081409
2452,225381.195715
2453,80037.1222585
2454,106215.106366
2455,113010.468521
2456,125933.152567
2457,127535.683343
2458,113815.665158
2459,108209.042115
2460,140726.403652
2461,117252.210202
2462,136194.45214
2463,109563.57077
2464,192287.874352
2465,142453.339082
2466,108146.473604
2467,148723.892073
2468,79245.4681701
2469,84511.5261673
2470,197618.225311
2471,221118.691141
2472,178940.86819
2473,111552.821922
2474,72197.2787236
2475,243073.516871
2476,114691.262188
2477,117929.891497
2478,161852.898631
2479,105666.64999
2480,150800.386012
2481,116587.454684
2482,121728.853891
2483,110757.704358
2484,120765.90558
2485,123219.587001
2486,141482.231313
2487,181164.749355
2488,155772.52041
2489,164167.685836
2490,140023.849341
2491,83193.0261527
2492,182398.601859
2493,139182.676752
2494,157452.156564
2495,102496.089089
2496,232389.92899
2497,157413.630829
2498,99006.2255852
2499,88245.3165266
2500,130123.206214
2501,134003.89557
2502,144058.369641
2503,93899.0343538
2504,191701.182476
2505,213449.894802
2506,279406.385976
2507,330173.553796
2508,280433.87676
2509,245230.060344
2510,238646.086924
2511,193608.2252
2512,213550.028164
2513,209501.429017
2514,241627.482869
2515,145083.730913
2516,165824.085872
2517,145761.623423
2518,149811.691595
2519,220548.221914
2520,205100.895163
2521,200374.309454
2522,216464.765344
2523,121994.15189
2524,130693.410961
2525,138186.685462
2526,130535.162887
2527,119214.813709
2528,125411.983778
2529,121889.257243
2530,112647.045483
2531,240042.230467
2532,218035.15033
2533,210367.698596
2534,242393.099647
2535,292858.88318
2536,224465.721921
2537,233079.236481
2538,185126.090025
2539,188991.687327
2540,181588.474517
2541,188353.388675
2542,158449.738274
2543,119896.993547
2544,119643.845622
2545,133622.790993
2546,149646.390695
2547,147159.220376
2548,151335.71742
2549,150722.031229
2550,598577.954129
2551,137417.079412
2552,130105.588939
2553,70000.2167476
2554,116221.790075
2555,122248.577036
2556,92979.6012924
2557,98972.9099948
2558,146456.319526
2559,120298.318939
2560,135981.629979
2561,129958.91807
2562,123875.396937
2563,145122.487339
2564,194950.377267
2565,109480.78571
2566,126475.964755
2567,116059.384483
2568,189584.634327
2569,204088.398239
2570,125649.59044
2571,178703.243878
2572,173936.486553
2573,225668.769929
2574,262372.29122
2575,130211.476681
2576,131411.903907
2577,130742.206338
2578,93373.7132559
2579,53698.4759798
2580,127578.742042
2581,124961.401044
2582,128129.458756
2583,244680.343467
2584,176117.76485
2585,189626.531414
2586,213303.800567
2587,206719.446686
2588,148182.699913
2589,148396.557735
2590,209489.607002
2591,221626.506175
2592,232841.596986
2593,240947.984742
2594,201516.971031
2595,215217.384957
2596,304620.520761
2597,188125.260555
2598,259804.248349
2599,364120.74682
2600,198544.052125
2601,144897.930892
2602,89679.7005626
2603,93449.0847823
2604,97544.8340693
2605,86453.3817256
2606,132351.138331
2607,198878.759424
2608,203256.598337
2609,153872.606467
2610,113863.489993
2611,126138.928983
2612,152903.203864
2613,134087.069582
2614,128239.42686
2615,155443.295545
2616,135670.801002
2617,184636.417009
2618,210334.103517
2619,238507.450625
2620,178938.438221
2621,180281.640591
2622,190267.738217
2623,255557.639707
2624,302377.436146
2625,321598.436983
2626,171013.82098
2627,191948.296612
2628,388372.783642
2629,468671.935195
2630,350636.637888
2631,440645.155849
2632,389639.920833
2633,281975.674252
2634,364227.677893
2635,157923.085145
2636,211276.177118
2637,173794.54094
2638,243467.279022
2639,182295.410464
2640,163059.392812
2641,99429.2330191
2642,193705.29669
2643,116832.722187
2644,128260.607183
2645,116077.668599
2646,105498.657831
2647,117226.277205
2648,145115.240218
2649,146824.194654
2650,154248.226787
2651,147042.710157
2652,381079.00089
2653,272006.525704
2654,259936.932881
2655,346488.031446
2656,328998.067217
2657,305830.754454
2658,278757.854894
2659,306529.818788
2660,323141.826395
2661,323116.316277
2662,324081.462277
2663,295372.79931
2664,263645.513444
2665,308096.358677
2666,276421.256063
2667,169176.689612
2668,188587.290405
2669,187310.317022
2670,300027.182285
2671,189871.409635
2672,191791.925633
2673,203101.464292
2674,207453.271609
2675,176321.873051
2676,198524.864193
2677,192711.596883
2678,279572.5026
2679,267047.991672
2680,281758.967027
2681,385221.869032
2682,350041.52362
2683,463268.843377
2684,316204.415795
2685,341781.105153
2686,256417.340771
2687,298758.876781
2688,241091.161772
2689,213154.285054
2690,407252.169173
2691,183616.197495
2692,150362.005692
2693,212129.134233
2694,154155.0023
2695,206461.289346
2696,194578.98397
2697,194416.968398
2698,190228.873337
2699,176978.922202
2700,164037.116729
2701,152846.756508
2702,113508.413005
2703,136591.991727
2704,139994.973301
2705,115454.573902
2706,118611.78348
2707,125643.942057
2708,127767.414021
2709,109935.623124
2710,118051.920202
2711,264232.437945
2712,353207.623287
2713,179342.604612
2714,159662.340094
2715,162309.656712
2716,151192.065569
2717,180261.24338
2718,241569.576624
2719,154569.871427
2720,195830.732717
2721,126610.777064
2722,157542.267754
2723,154425.31297
2724,115667.464154
2725,123493.146544
2726,138715.687202
2727,183000.242607
2728,168389.575177
2729,145870.922994
2730,141856.133715
2731,122208.458974
2732,121411.923374
2733,168040.4505
2734,154885.954234
2735,116318.502616
2736,138829.937961
2737,121125.835907
2738,162185.333365
2739,158581.207581
2740,145095.096915
2741,127995.945547
2742,157506.238345
2743,135931.225347
2744,153957.404696
2745,148755.665912
2746,131818.285551
2747,132585.322281
2748,105204.20806
2749,117044.01018
2750,124095.857095
2751,125554.564466
2752,227559.19847
2753,146950.791289
2754,261245.619552
2755,134906.755304
2756,97543.1409665
2757,68276.9904748
2758,78908.4994944
2759,153889.434132
2760,117720.289228
2761,141015.636047
2762,145412.829788
2763,203327.861298
2764,143107.916827
2765,292807.256892
2766,124760.051668
2767,62714.6588633
2768,132772.246071
2769,116300.647161
2770,153326.620939
2771,109108.763012
2772,109493.060305
2773,165866.833907
2774,145447.060996
2775,116326.905709
2776,145213.017297
2777,154503.515035
2778,123505.634888
2779,121741.287201
2780,114423.7011
2781,101382.503362
2782,83681.5971543
2783,79233.6578328
2784,118333.305161
2785,141151.505668
2786,58889.4092354
2787,129786.643259
2788,63625.9666391
2789,219622.990473
2790,101649.532321
2791,115901.917402
2792,62738.2632167
2793,163404.983439
2794,77012.5746262
2795,119073.83812
2796,97263.3153372
2797,231057.770093
2798,105707.104757
2799,112075.931256
2800,75667.4513955
2801,119574.703988
2802,120000.351746
2803,210282.123068
2804,131985.182818
2805,86160.8479233
2806,83570.7750613
2807,165127.904629
2808,143030.030073
2809,136929.072536
2810,126381.266454
2811,152557.734723
2812,151667.002919
2813,192479.26302
2814,186621.778136
2815,104240.804549
2816,246702.438219
2817,141604.428308
2818,123353.743561
2819,155647.880614
2820,120306.948834
2821,105534.18052
2822,200632.451213
2823,307265.678917
2824,180059.263065
2825,130994.242081
2826,140417.020805
2827,143692.608892
2828,219310.922147
2829,238277.669912
2830,247216.188986
2831,190410.086793
2832,225621.133863
2833,272564.165079
2834,217580.686973
2835,227029.42988
2836,197274.181563
2837,169974.35703
2838,156029.789728
2839,180514.493909
2840,204604.306263
2841,204999.669356
2842,217617.222915
2843,150434.901412
2844,183181.979355
2845,124669.694772
2846,210200.753447
2847,187975.835624
2848,225679.274162
2849,212770.424476
2850,289300.340211
2851,240301.655246
2852,244611.164196
2853,226743.400042
2854,140715.736967
2855,204263.316142
2856,204591.575172
2857,196586.978548
2858,203509.538113
2859,110693.905095
2860,126347.242538
2861,130887.030414
2862,202478.319817
2863,137088.88782
2864,252581.237883
2865,137601.109707
2866,196627.738101
2867,93447.9280741
2868,120666.86817
2869,109670.84034
2870,124265.040661
2871,77592.9931551
2872,48027.7382534
2873,106895.778441
2874,124702.198771
2875,126379.110608
2876,164921.788058
2877,138792.255765
2878,168485.447121
2879,121732.689226
2880,101135.349238
2881,141921.192931
2882,136312.13319
2883,177323.728952
2884,188945.50268
2885,166319.102139
2886,181169.103493
2887,109747.829753
2888,141608.35969
2889,64631.1968357
2890,77585.4413991
2891,146220.200668
2892,65165.7649946
2893,110791.343116
2894,57887.9361653
2895,253737.864851
2896,245130.300776
2897,215385.57679
2898,193123.167412
2899,236965.108912
2900,161246.306007
2901,217945.662134
2902,186287.56251
2903,306731.885815
2904,340403.843552
2905,77275.8459613
2906,222445.900663
2907,113355.537845
2908,130237.86545
2909,187034.141838
2910,88976.7572697
2911,89658.8496528
2912,139995.06967
2913,92915.8383119
2914,92465.3193044
2915,102328.086324
2916,92030.8178757
2917,177395.693659
2918,124450.209348
2919,243363.363405
